No.,Word,Valence_Mean,Valence_SD,Arousal_Mean,Arousal_SD,Frequency
2000,明瞭,5.8,0.4,3.6,1.36,49
2001,如意,6.8,0.75,4.2,1.17,63
2002,吉祥,6.8,0.75,4.2,1.17,26
2003,自立,5.8,0.4,4.2,0.98,22
2004,晴朗,6.2,0.75,4.4,1.36,28
2005,調劑,5,0.63,2.8,1.33,17
2006,毅力,6,0.63,4.2,1.47,39
2007,精選,6,0.63,3.8,1.47,10
2008,親善,6.4,0.49,4.6,1.2,10
2009,勤奮,6.8,0.4,5,1.9,38
2010,微妙,5.4,0.49,3.2,1.47,52
2011,奮力,6.6,0.49,5.4,1.96,38
2012,奪魁,6.6,1.02,5.2,1.72,14
2013,決定性,5.4,0.8,4.6,1.85,35
2014,詳盡,5.6,0.49,3.4,1.02,39
2015,風度,6,0.63,3.6,1.02,34
2016,茁壯,6.4,0.49,4.8,1.33,48
2017,別緻,5.8,0.4,3.6,1.5,7
2018,特許,5.8,0.75,3.8,1.17,12
2019,安然,5.8,0.4,3,1.1,25
2020,知性,6,0,3,1.41,46
2021,求新,6.2,0.75,4.4,1.36,20
2022,安泰,6.2,0.4,3.6,1.02,14
2023,褒揚,6.2,1.17,5.2,0.98,0
2024,無誤,5.4,0.49,3.2,1.47,25
2025,遙遙領先,7,0.63,5.8,0.75,9
2026,多福,6.2,0.4,3.8,1.47,0
2027,歡慶,6.8,0.75,6,0.63,0
2028,稀少,5,0.89,3.6,1.62,49
2029,廉潔,5.8,0.98,3.2,0.98,8
2030,可貴,6,0.63,3.6,1.36,61
2031,熱中,6.4,0.49,5.4,1.5,32
2032,自助,5.6,0.49,3.8,1.33,59
2033,至上,6,0.89,3.6,1.36,37
2034,攻讀,5.8,0.4,4.4,1.5,33
2035,為榮,7,0.63,5.4,1.36,30
2036,恭喜,6.8,0.4,5.6,1.02,70
2037,吸引人,6.2,0.4,4.6,1.85,28
2038,正統,6,0,3.8,1.17,34
2039,消退,4.8,0.4,4,1.9,15
2040,清明,5.2,0.75,3,1.1,24
2041,才華,6.4,0.49,4,1.1,59
2042,根除,5,0.63,4.8,1.47,8
2043,關愛,6.2,1.17,4,1.1,102
2044,客氣,5.6,0.49,3.6,1.5,125
2045,狂歡,6.6,0.49,7,1.1,39
2046,同感,5.2,0.4,4,1.26,20
2047,永恆,6,0.63,3.8,1.47,130
2048,不懈,5.8,0.75,4.6,1.2,24
2049,調和,5.2,0.75,3.4,1.74,25
2050,謙虛,6.4,0.49,3,1.41,60
2051,奠基,6,0.63,3.4,1.36,14
2052,保釋,4.2,0.75,3.6,1.62,0
2053,學識,6,0.63,2.8,1.33,46
2054,積極性,6.2,0.75,5.4,1.74,29
2055,品味,5.6,0.49,4,0.89,91
2056,勝任,6.2,0.4,3.6,1.62,30
2057,逼真,5.6,0.8,4.4,1.02,16
2058,細膩,6,0,3.4,1.02,76
2059,盡情,5.8,0.4,4.8,1.33,63
2060,偏袒,3.6,0.49,4.8,1.17,14
2061,相容,5.4,0.49,3.2,1.17,96
2062,踏實,6.2,0.4,4,1.1,43
2063,流利,6.4,0.49,3.6,1.36,26
2064,固守,5.2,0.4,3.6,1.02,14
2065,致富,6.4,0.49,4.8,0.98,28
2066,有理,6.2,0.4,3.6,1.02,40
2067,進取,6.4,0.49,4.8,1.47,31
2068,智力,5.4,0.8,3,1.41,18
2069,解開,5.6,0.49,4.4,1.36,45
2070,升起,5.4,0.49,3.8,1.72,38
2071,安樂,5.6,1.02,3.4,1.5,11
2072,憧憬,5.8,0.4,3.4,1.5,55
2073,創造力,6.4,0.49,4.4,1.02,136
2074,忠貞,6.2,0.75,4.2,1.47,22
2075,天真,6.2,0.4,3.2,1.17,92
2076,不爭,4.4,0.49,3.4,1.74,15
2077,功德,6.4,0.49,3.6,1.02,26
2078,好感,6,0,4,1.79,31
2079,征服,5.2,0.4,5.6,1.36,53
2080,豁免,5.2,0.75,4.6,1.2,5
2081,貴族,5.4,0.8,2.8,1.33,170
2082,善於,6,0.63,4,1.1,45
2083,協作,6,0,3.8,1.33,0
2084,首肯,5.2,0.4,3,1.55,11
2085,吉利,6.8,0.4,3.8,0.75,17
2086,鬥志,6.8,0.4,5.8,1.94,30
2087,相等,5.2,0.4,3,1.1,31
2088,自白,5,0,3.2,1.33,0
2089,興盛,6.4,0.8,5,1.26,40
2090,完好,6,0.63,4,1.67,27
2091,名聲,5.6,0.8,3.2,1.17,33
2092,功績,6.2,0.98,3.8,1.47,9
2093,魔法,5.2,0.4,3,1.41,15
2094,出名,6.2,0.75,4.8,1.94,47
2095,可信,5.8,0.75,3.6,1.36,11
2096,光彩,6.6,0.8,4.2,0.98,30
2097,可喜,6.4,0.49,4.6,1.62,38
2098,堅固,6,0.63,3,1.41,40
2099,光芒,5.4,0.49,3.8,1.83,74
2100,遵從,5.4,0.8,4.2,1.47,12
2101,流暢,6,0,3.6,1.02,19
2102,熟練,5.8,0.4,3.4,1.02,37
2103,巧妙,5.8,0.4,3.6,1.5,59
2104,旗開得勝,7.2,0.75,5.8,1.47,7
2105,忍耐,4.6,1.02,4.4,1.36,60
2106,正確性,5.8,0.75,3.4,1.02,18
2107,好吃,6.4,0.49,4.4,1.02,118
2108,助手,5.2,0.4,3,1.41,31
2109,過癮,6.2,0.4,4.6,1.36,34
2110,精通,6.4,0.8,4.2,0.75,33
2111,白金,5.4,0.49,2.8,1.33,0
2112,贊成票,6,0,3.8,2.04,0
2113,激盪,5.6,1.02,6,1.1,40
2114,想像力,5.4,0.8,4,1.67,77
2115,愛上,6.4,0.49,4.8,1.17,58
2116,美感,6.2,0.4,3.8,1.33,122
2117,得力,5.8,0.75,3.8,1.33,26
2118,行善,6.8,0.75,4.2,0.98,23
2119,不凡,6,0.63,4.6,1.2,25
2120,不忍,4.4,0.8,4.2,1.6,48
2121,愉悅,6.6,0.49,4.6,1.36,43
2122,熱力,5.6,1.2,3.2,2.04,17
2123,萬能,6.4,0.49,4.2,1.47,30
2124,滿懷,5.6,0.8,3.8,1.94,38
2125,安康,6.4,0.49,3.4,0.8,37
2126,尊崇,6.6,0.8,4.2,0.75,13
2127,貴重,6,0.63,3.8,1.6,26
2128,指望,5,1.1,3.2,1.94,29
2129,富強,6.8,0.98,4.8,1.17,19
2130,好意,6.2,0.4,3.6,1.02,23
2131,健美,5.8,0.4,3.6,0.8,20
2132,說服力,5.2,0.4,3.6,1.85,24
2133,防備,4.6,0.49,3.8,2.04,24
2134,細緻,5.8,0.4,3.4,1.36,60
2135,高歌,6,0.63,5,1.41,15
2136,寫實,5.4,0.8,3.4,1.62,73
2137,正直,6.6,0.49,3.8,1.17,37
2138,獨一無二,6.4,0.49,4.6,1.5,43
2139,發財,6.8,0.4,5.8,1.17,35
2140,真愛,6.8,0.75,4.8,0.98,20
2141,分寸,4.8,0.4,3.4,1.85,17
2142,堅毅,6.4,0.49,4.4,1.02,21
2143,緊要,4.6,0.8,4,1.9,17
2144,學成,6.2,0.4,4.2,1.47,16
2145,出乎意料,5.2,0.4,6,0.89,18
2146,分工合作,6.2,0.75,4.6,1.5,28
2147,打趣,5.8,0.75,4.2,1.6,16
2148,感同身受,5,0.63,4.4,1.36,11
2149,義不容辭,6.2,0.75,6.2,0.75,6
2150,通俗,5,0,3.2,0.98,70
2151,防水,5.4,0.49,3.2,1.6,27
2152,可靠性,6,0.63,3.6,1.5,18
2153,平坦,5.2,0.4,2.4,1.36,41
2154,正大,6,0.63,3.4,1.02,0
2155,純真,6.2,0.4,3,1.1,44
2156,純淨,6,0.63,3,1.1,29
2157,懇求,4.6,0.8,5.4,1.02,12
2158,嗜好,5.2,0.4,3,1.26,54
2159,喜氣洋洋,7.4,0.49,5,1.67,14
2160,上等,6.4,0.49,3.6,1.2,11
2161,均等,5.2,0.4,2.6,1.36,10
2162,高尚,6.4,0.49,3.4,0.8,33
2163,獨有,5.8,0.4,3.6,1.62,22
2164,精細,6,0,3.6,1.02,39
2165,用功,6.2,0.4,5,1.41,90
2166,激賞,6.4,0.49,5.8,1.33,16
2167,奮勇,6.4,0.49,6.2,1.72,21
2168,生日快樂,6.6,0.49,5,1.41,23
2169,無庸置疑,5.4,0.49,3.8,1.6,8
2170,富麗,6.4,0.49,3.8,0.75,10
2171,賞識,6.2,0.4,4.2,1.17,18
2172,激昂,6,0.63,6.4,1.5,23
2173,精明,5.8,0.4,4,1.1,40
2174,要緊,4.8,0.4,5.2,0.75,57
2175,新奇,5.8,0.4,4.2,1.47,52
2176,高處,5,0,2.6,1.36,17
2177,抒發,4.8,0.4,3.8,1.47,17
2178,引以為傲,6.6,0.49,5.8,1.6,10
2179,謙卑,6.2,0.4,3.8,1.72,9
2180,適性,5.4,0.49,2.8,1.33,5
2181,崇敬,6.4,0.49,4.2,1.17,22
2182,正派,6.4,0.49,3.6,1.36,14
2183,規矩,5.2,0.4,3,1.41,79
2184,典雅,6,0.63,3.4,1.02,34
2185,連貫,5,0,3,1.26,22
2186,睿智,6.4,0.8,3.8,1.17,10
2187,談戀愛,6.2,0.4,5.4,1.5,47
2188,善行,6.4,0.49,3.8,1.33,18
2189,寬闊,6,0.63,3.6,1.85,35
2190,特級,6.4,0.49,4.4,1.2,0
2191,耐性,5.2,0.75,3.6,1.85,38
2192,英明,6.6,0.49,4,1.1,11
2193,漸入佳境,6.4,0.49,4,1.41,11
2194,富足,6.6,0.8,3.8,1.33,23
2195,孝行,6.6,0.49,3.4,1.5,6
2196,創造性,6.4,0.8,4,1.67,31
2197,與有榮焉,6.6,0.49,5,1.67,13
2198,雀躍,6.8,0.4,6,1.1,19
2199,心動,6.4,0.49,5.8,0.75,27
2200,上好,6.4,0.49,4.2,1.33,19
2201,機智,6.2,0.75,4.2,1.17,14
2202,自如,5.2,0.4,2.8,1.33,26
2203,沈著,5.6,0.49,3,1.41,11
2204,直覺,5,0,3.2,1.6,50
2205,人情味,6.4,0.49,4,1.26,35
2206,造詣,5.8,0.98,3.4,1.02,14
2207,耐用,5.6,0.49,3.4,1.36,11
2208,閃爍,5.6,0.8,3.4,1.5,46
2209,良善,6.6,0.49,3.6,0.49,13
2210,老實,6.2,0.4,3.6,1.02,89
2211,相稱,5.6,0.49,3.2,1.47,15
2212,均勻,5.4,0.49,3,1.41,40
2213,消遣,4.4,0.8,3.8,1.17,33
2214,群策群力,6.2,0.4,4,1.41,11
2215,涼爽,6,0,4,2,22
2216,奮發,6.6,0.49,5.4,1.36,10
2217,實用性,5.4,0.49,3.2,1.17,36
2218,內行,6.2,0.4,3.8,1.47,17
2219,奇妙,5.8,0.4,4.2,1.6,73
2220,義無反顧,5,0.63,5.4,1.85,9
2221,手藝,5.4,0.49,2.8,1.33,37
2222,盡興,6.2,0.4,4.8,1.47,28
2223,問題,4.4,0.8,3.4,1.5,6683
2224,沒有,4.4,0.8,3.4,1.5,6510
2225,要求,4.6,0.49,3.6,1.74,1436
2226,無法,4,0.63,4,1.67,2591
2227,不會,4,0.63,4,1.79,2573
2228,不能,4,0.63,4.2,1.47,3145
2229,短暫,4.6,0.49,3.6,1.74,98
2230,減少,4.4,0.49,3.4,1.5,796
2231,利用,4.8,0.4,3.6,1.5,1727
2232,超過,5,0,4.6,1.74,777
2233,不要,4,0.63,4.2,1.47,2153
2234,下跌,3.2,0.4,4.6,1.02,71
2235,避免,4.2,0.75,3.8,1.17,862
2236,大浪,5,0,4.2,1.83,4
2237,透露,5,0,3.4,1.02,240
2238,不斷,5,0,4.4,0.49,730
2239,限制,4.2,0.4,4.2,1.33,579
2240,尚未,4.4,0.8,3,1.26,540
2241,降低,4.8,0.4,3.6,1.2,497
2242,危機,3.2,0.4,5.6,1.5,541
2243,緊急,3.8,0.75,5.6,1.5,206
2244,困難,3.6,0.49,4,1.67,538
2245,犯罪,2.4,0.8,5.4,1.02,197
2246,污染,3,0.63,5,0.63,352
2247,地震,3.4,1.02,5.2,1.94,202
2248,可望,4.6,0.49,4,1.67,111
2249,違反,3.6,0.49,4.6,1.02,259
2250,取消,4,0.63,4.4,1.2,211
2251,逮捕,4,1.79,5.4,1.85,119
2252,不得,4,0.63,4.2,0.98,325
2253,停止,4.8,0.4,3.6,1.62,283
2254,有意,4.6,0.8,4.4,1.36,281
2255,意外,3.4,1.02,5.2,0.98,210
2256,下降,4.6,0.49,3.8,1.17,180
2257,非法,3,0,4.2,1.47,144
2258,排除,4.2,0.75,4.4,1.2,149
2259,感染,3.2,0.4,5,1.1,263
2260,警告,3.6,0.8,5,1.1,96
2261,絕對,5,0,5.6,1.5,524
2262,障礙,4.2,0.4,4.2,0.75,379
2263,危險,2.4,0.49,6,0.89,449
2264,指控,3.2,0.98,6.4,1.2,48
2265,發動,5,0,4.8,1.72,203
2266,疾病,3.4,0.49,4,1.79,389
2267,離開,4.6,0.49,4,1.26,631
2268,不可,4,0.63,4.2,1.17,857
2269,激烈,4.4,0.8,6.8,0.98,306
2270,走私,2.8,0.4,5.2,0.4,58
2271,失業,3,0.63,4,0.89,130
2272,機車,4.6,0.8,3.4,1.36,275
2273,事故,3,0.63,4.6,1.5,87
2274,災害,2.6,0.49,5.6,1.2,71
2275,反彈,3.8,0.4,5.4,1.02,278
2276,一再,4.4,0.8,4,1.67,337
2277,難以,4,0.63,4.4,0.8,527
2278,毒品,3,0,5.2,0.4,101
2279,患者,3.4,0.49,4.2,0.75,238
2280,爆炸,3.2,0.98,6,1.41,69
2281,歹徒,3,0,5.4,1.02,125
2282,起訴,3,0.63,5.4,0.49,33
2283,貶值,3.6,0.49,4.2,1.17,34
2284,絕不,3.4,1.36,5.8,1.17,336
2285,拆除,3.8,0.75,4.8,0.98,152
2286,風暴,3.2,0.4,5.4,1.36,67
2287,突然,4.6,0.8,5.2,1.17,627
2288,病人,4,0.63,3.4,1.36,616
2289,判決,4.6,0.49,4.2,1.6,80
2290,徵收,4.6,0.49,4.8,0.75,115
2291,刑事,4.2,0.75,4.6,0.49,43
2292,武力,3.8,0.75,5.2,1.17,144
2293,辯論,4.4,0.8,5.8,0.75,102
2294,退出,4.2,0.75,4,0.89,105
2295,被告,3.8,0.75,3.8,1.47,118
2296,糾紛,3.4,0.49,4.6,1.2,180
2297,台獨,5.6,1.96,6.8,1.47,72
2298,不佳,3.6,0.49,4.6,1.02,158
2299,對手,4.8,0.4,4,1.41,182
2300,不良,3.4,0.49,4.4,0.8,353
2301,自殺,2,0.63,6,1.1,228
2302,強制,4.2,0.75,6.2,0.75,52
2303,落後,3.4,0.49,4.2,0.98,180
2304,難民,3.2,0.4,4,0.89,32
2305,困擾,3.6,0.49,4.4,1.2,276
2306,不法,3.4,0.49,4.2,0.75,82
2307,不明,4,0.63,3.4,1.02,97
2308,命令,4.2,0.75,5.4,0.8,124
2309,監獄,3.4,0.8,4.2,0.98,62
2310,陷入,3.6,0.8,4,0.89,169
2311,自我,4.6,0.49,3.4,1.02,1055
2312,作戰,4,0.89,5.4,1.02,108
2313,審判,4,0.89,4.8,1.6,35
2314,死者,3.2,1.17,4.4,2.33,79
2315,赤字,3.4,0.49,4.6,1.5,51
2316,遭遇,4,0.63,4.8,0.98,122
2317,武裝,4.2,0.75,4,1.26,47
2318,不如,4.2,0.75,3.4,0.8,236
2319,暫停,4.8,0.4,3.4,1.5,72
2320,道歉,3.6,0.8,4.4,1.36,77
2321,不易,4,0.63,3.6,0.8,343
2322,困境,3.6,0.49,3.6,1.02,256
2323,不景氣,3.4,0.8,3.8,1.17,159
2324,異議,4,0.63,3.8,1.47,80
2325,控告,3.4,0.49,5,1.67,46
2326,癌症,2.6,0.8,4.6,1.5,292
2327,複雜,4.2,0.75,4,1.26,563
2328,派系,4.4,0.49,3.8,0.98,85
2329,刪除,4,0.89,3.6,1.2,85
2330,危害,3.2,0.4,4.8,1.47,39
2331,阻止,4.2,0.75,4.8,1.17,115
2332,秘密,4.6,0.8,3.4,1.02,121
2333,保守,5,0,3.6,1.02,268
2334,罷工,4,0.63,5.4,0.8,68
2335,過度,4,0.63,5.4,1.36,150
2336,不實,3.4,0.49,4,0.89,32
2337,撤銷,3.6,0.8,5,1.1,48
2338,通貨膨脹,4,0.63,5,0.63,48
2339,屍體,3,1.26,3.8,1.94,91
2340,不管,4.4,0.8,3.8,1.47,656
2341,火災,3.2,0.75,5.8,1.17,71
2342,脫離,4.2,0.75,4.6,1.36,163
2343,迫使,3.6,0.49,4.8,1.47,67
2344,搜索,4.4,0.8,4.8,0.75,36
2345,游擊隊,4.8,0.4,4.4,1.62,5
2346,廢除,4.4,0.8,5.6,0.8,73
2347,現實,4.6,0.49,3.6,1.2,401
2348,追蹤,4.4,0.8,3.2,1.33,154
2349,輻射,3.2,0.75,4.8,2.23,98
2350,恐怕,3.8,0.75,5,0.89,398
2351,綁架,2.6,0.49,6,1.1,32
2352,黑道,3.4,0.49,5.2,0.98,32
2353,失事,2.6,0.8,5.4,1.62,14
2354,異常,3.4,0.49,4.2,1.17,157
2355,風波,4.2,0.4,4.2,1.47,86
2356,彈劾,3.4,0.49,5.4,1.36,7
2357,大雨,4.6,0.49,4.8,0.98,66
2358,罰款,3.8,0.4,4,1.26,35
2359,判刑,3.4,0.49,5,1.26,29
2360,東西,5,0,2.8,1.33,1726
2361,殺害,2,0.63,7.2,0.75,78
2362,浪費,3.6,0.49,4.6,1.02,227
2363,意圖,4.2,0.75,3.8,1.47,64
2364,終止,4.2,0.75,4.6,1.36,79
2365,無關,4.6,0.49,3.6,1.62,105
2366,縮小,4.8,0.4,3,1.26,93
2367,爭執,3.4,0.49,6,0.63,55
2368,差異,4.4,0.49,3.4,1.2,520
2369,竟然,4.8,0.4,4.8,1.17,354
2370,中毒,2.8,0.4,6,0.89,71
2371,政變,3,0.63,6,0.63,41
2372,可疑,3.4,0.8,5,1.26,31
2373,分離,4.2,0.75,4,1.26,122
2374,代價,4.2,0.75,3.8,1.47,210
2375,去世,2.6,0.49,4,1.9,151
2376,削減,3.8,0.4,4.6,1.02,28
2377,子彈,4.4,0.49,4,1.79,55
2378,射擊,4.6,0.49,4.8,1.47,45
2379,故障,3.8,0.4,4.2,1.17,58
2380,處置,4.8,0.4,4,1.67,63
2381,封鎖,4,0.63,4.4,1.2,50
2382,洪水,3.6,0.49,4.8,1.6,51
2383,緩慢,4.8,0.4,3,0.89,97
2384,干擾,4.2,0.98,4.2,0.98,111
2385,承受,4.6,0.8,3.8,1.47,109
2386,非正式,4.6,0.49,4.2,1.47,35
2387,推翻,4.2,0.75,5.2,1.72,62
2388,對付,3.8,0.75,4.8,0.98,78
2389,轟炸,3.8,0.75,6,0.63,59
2390,對立,3.4,0.49,5.4,0.49,107
2391,縮減,4,0.63,4.2,1.17,53
2392,打壓,3.2,0.75,6,1.1,40
2393,過多,3.8,0.75,4.4,1.2,64
2394,萎縮,3.6,0.49,4.4,1.36,59
2395,災難,3.2,0.4,5.6,0.8,118
2396,依賴,5,0.63,3.4,1.2,184
2397,中止,4.4,0.49,4,1.41,30
2398,阻礙,3.8,0.75,4.6,0.8,80
2399,空襲,3,0.63,6,0.63,28
2400,感冒,3.4,0.49,3.8,0.98,70
2401,倒塌,3.2,0.75,5.4,0.8,8
2402,申訴,4.2,0.75,4,1.67,107
2403,不予,4.2,0.75,3.4,1.36,50
2404,辛苦,4.2,0.4,3.8,1.17,373
2405,加重,3.8,0.75,4.4,1.02,63
2406,蔓延,4.4,0.8,4.8,0.75,57
2407,否決,3.8,0.75,5.2,1.33,30
2408,消失,4,0.63,4,1.26,409
2409,弊端,2.8,0.75,5.4,1.36,57
2410,頻繁,5,0,4.6,1.36,117
2411,敦促,5.2,0.75,3.6,1.2,10
2412,高價,5.2,0.4,3.8,0.75,32
2413,破產,3,0.63,5.6,1.5,72
2414,擺脫,4.4,1.36,5.6,0.49,124
2415,延誤,3.6,0.49,5.2,0.75,33
2416,賭博,3,0,4.6,1.02,64
2417,不公,3.4,0.49,4.8,1.33,32
2418,違建,3.2,0.75,4.8,1.17,57
2419,陰影,4,0,4.4,1.36,128
2420,外來,4.4,0.49,4,1.26,130
2421,遏止,4,1.41,6,1.41,34
2422,暗示,4.8,0.4,3.6,1.02,72
2423,不應該,4,0.63,5,1.1,0
2424,致使,4.6,0.49,4.4,0.8,82
2425,流亡,3.6,0.49,5.8,0.4,26
2426,批發,5.4,0.49,3.8,1.17,34
2427,破裂,3.4,0.49,5.2,1.17,61
2428,襲擊,2.6,0.8,6.6,0.8,32
2429,搶劫,2.4,0.49,7,1.1,29
2430,打出,4.4,0.8,6,0.63,60
2431,醜聞,3.2,0.4,5.4,1.2,14
2432,暴動,2.6,0.49,6.8,0.98,12
2433,佔領,3.4,1.02,6.4,1.02,55
2434,神經,4.2,0.75,4.2,1.83,184
2435,拖延,4.2,0.75,5,1.26,48
2436,制止,4.4,1.02,5.8,0.75,59
2437,傳染,3.4,0.49,5,1.1,93
2438,故意,3.8,0.75,5,1.1,216
2439,殺人,1.8,0.75,7.2,1.33,23
2440,減弱,3.8,0.4,4.2,1.17,41
2441,噪音,3.6,0.49,5,1.1,96
2442,開除,3.2,0.4,5.8,0.75,37
2443,開槍,2.8,0.4,6,1.1,26
2444,撲滅,3.8,1.17,6.2,0.75,20
2445,傾銷,3.8,0.75,5.4,0.49,9
2446,高壓,4.2,0.4,5,1.1,46
2447,警報,3.6,0.49,5,1.26,29
2448,流氓,3.4,0.49,5.4,0.49,75
2449,激進,3.6,0.8,6.8,0.98,37
2450,燃燒,4.4,0.8,4,1.41,90
2451,宣判,4.4,0.49,4.6,1.5,19
2452,動亂,3.2,0.4,6.2,0.75,48
2453,毆打,2.6,0.49,6.8,0.75,43
2454,憤怒,2.6,0.49,6.6,1.02,112
2455,垃圾場,3.8,0.75,3.6,1.62,76
2456,不顧,3.8,0.75,4.4,0.8,94
2457,慘重,2.6,0.49,5.4,0.8,26
2458,任意,4.2,0.4,4.2,0.98,105
2459,干涉,3.6,0.49,4.8,0.98,70
2460,受害者,2.8,0.4,4.6,1.02,0
2461,超出,4.2,0.75,5.2,0.75,51
2462,佔用,3.6,0.49,5,0.63,47
2463,罰金,3.6,0.49,4.4,0.8,24
2464,可惜,3.6,0.49,4.4,0.8,405
2465,自稱,5,0,3.4,1.02,74
2466,禁令,3.6,0.49,4.8,0.4,14
2467,冷戰,3.6,0.49,4.4,0.8,44
2468,沈重,3.8,0.4,4.2,1.47,83
2469,延期,4,0.63,3.6,1.2,25
2470,腫瘤,3,0.63,4.8,1.17,144
2471,抹黑,3.2,0.75,5.4,1.02,15
2472,包圍,4.2,0.75,5,0.63,52
2473,傳染病,3.4,0.49,4.4,1.36,28
2474,沒想到,4.8,0.4,4,1.67,209
2475,不成,3.8,0.75,3.4,0.8,55
2476,觸犯,3.6,0.49,5.4,0.49,24
2477,勾結,3.4,0.49,5.6,1.02,41
2478,廢止,4,0.63,5,0.63,30
2479,發燒,3.4,0.8,5.2,0.75,78
2480,勒索,3,0,6.4,1.02,85
2481,欠缺,3.6,0.49,4,1.26,124
2482,模糊,4.2,0.75,3.6,1.2,137
2483,退回,4,0,4.8,0.4,33
2484,海洛因,2.6,0.49,5.2,1.33,0
2485,孤立,3.6,0.49,4.2,0.98,53
2486,侵入,3.4,0.49,6,0.63,52
2487,擅自,3.6,0.49,5.4,0.49,21
2488,流血,3.6,0.49,5.4,0.49,64
2489,危及,3,0,6.4,0.8,32
2490,失利,3.4,0.49,5.4,1.36,26
2491,暴亂,2.4,0.49,6.8,0.98,5
2492,傾倒,3.8,0.75,4.8,0.98,63
2493,迫切,3.8,0.75,5.2,1.17,70
2494,強暴,2,0.89,7.2,1.33,49
2495,壟斷,3.4,0.49,5,0.63,102
2496,辭呈,3.4,0.8,4.2,1.47,13
2497,老年,4.6,0.49,2.8,1.17,82
2498,駁回,3.8,0.4,4.6,1.02,32
2499,吸毒,2.8,0.4,6.2,0.75,84
2500,廢棄,3.4,0.49,5,0.63,34
2501,癱瘓,2.8,0.75,5.6,1.5,30
2502,扣押,3.2,0.4,5.6,0.49,9
2503,致死,2.2,0.4,6.2,1.17,26
2504,太過,4,0.63,5.2,0.98,108
2505,倒閉,2.8,0.75,5.6,1.62,40
2506,強盜,3,0,6,0.89,159
2507,相反,4.8,0.4,3.8,1.17,204
2508,撤回,4.2,0.98,5,0.63,11
2509,減低,4.4,0.8,3.2,0.98,91
2510,沒收,3.6,0.49,4.6,1.02,23
2511,控訴,3.2,0.75,5.4,1.2,27
2512,頭痛,3.6,0.49,5,0.63,123
2513,動盪,3.6,0.8,4.8,1.17,29
2514,屠殺,2.2,0.4,7.2,1.17,31
2515,差別,4.2,0.75,3.4,1.02,211
2516,嫌疑,3.6,0.49,4.6,1.02,42
2517,揭露,4,0.63,5.2,1.17,20
2518,對峙,4.4,0.49,5.2,1.17,21
2519,落選,3.2,0.4,5.2,1.33,14
2520,乾旱,3.2,0.75,4.6,1.85,16
2521,缺席,3.8,0.4,4.6,0.8,45
2522,擊中,4.6,1.02,5.6,0.8,30
2523,猖獗,3,0.63,6.4,1.02,27
2524,疑問,4.6,0.49,4,1.26,134
2525,陷於,4,0.63,4,0.89,39
2526,特權,4.4,0.49,4.6,1.2,65
2527,細菌,4,0.89,4.2,1.72,99
2528,瑕疵,3.6,0.49,3.8,1.47,26
2529,未必,4.6,0.49,4,1.26,175
2530,暴露,3.4,0.49,5.8,0.75,76
2531,氾濫,3.2,0.4,5.6,0.49,58
2532,不肖,3,0.63,5.8,0.75,35
2533,瓦解,3.6,0.49,5.4,1.02,68
2534,嚴肅,4.6,0.49,4.2,1.17,163
2535,逼近,4,0.89,4.2,1.17,48
2536,不清,4,0.63,4,1.26,33
2537,賄賂,2.8,0.4,5.6,0.49,10
2538,淪為,3.8,0.75,4.8,0.75,85
2539,分開,3.8,0.75,5,0.63,121
2540,延遲,3.6,0.49,4.2,0.98,46
2541,加深,4.6,0.8,5,1.1,86
2542,動武,3.4,0.49,6,0.63,42
2543,逃生,3.6,0.49,6,0.89,34
2544,受阻,3.4,0.8,5.8,0.75,20
2545,變革,3.6,1.02,6,1.26,91
2546,分割,3.8,0.75,5.4,1.62,61
2547,獨裁,3,0.63,5.8,0.98,54
2548,陰謀,3.2,0.75,5.4,1.5,28
2549,謠言,3.6,0.49,4.8,1.47,38
2550,逃亡,3,0.89,5.8,0.75,22
2551,格外,4.8,0.4,4.2,1.33,113
2552,崩潰,2.8,0.75,6.8,1.17,64
2553,掩埋,4.4,0.8,4.2,1.72,28
2554,行賄,2.8,0.4,6.4,1.02,5
2555,告發,3.8,0.4,5.4,0.8,25
2556,藉口,3.6,0.49,4.8,0.98,78
2557,扣留,3.4,0.49,5.4,0.49,7
2558,不彰,3.4,0.49,5,0,67
2559,戰場,3.4,0.8,5.6,1.62,106
2560,無可,4.4,0.49,3.6,0.8,67
2561,拖累,3.6,0.49,5.4,0.49,13
2562,誤導,3.6,0.49,5.2,0.4,36
2563,流浪,3.4,0.49,4.4,1.74,80
2564,延緩,4.6,0.49,3,1.1,18
2565,搶奪,3,0.63,6.6,1.02,21
2566,相差,4.4,0.8,3,1.1,80
2567,加劇,4,0.63,5.8,1.72,9
2568,避開,4.2,0.75,4.8,0.98,88
2569,哀悼,2.6,0.49,5.6,1.5,13
2570,漏洞,3.6,0.49,4,1.26,46
2571,暴雨,3.6,0.49,5.6,0.49,20
2572,過世,2.4,0.8,5.2,1.47,84
2573,擁擠,3.8,0.4,5.4,0.49,83
2574,肆虐,3.2,0.4,6.2,1.17,26
2575,搶走,3.4,0.49,5.8,0.75,22
2576,大聲,4.6,0.49,5.8,0.75,195
2577,監禁,3.2,0.4,4.6,1.02,11
2578,囚犯,3,0.63,4.6,1.02,12
2579,驅逐,3.2,0.4,6,0.63,27
2580,投機,3.6,0.49,5,1.1,112
2581,過剩,4.2,0.4,4,0.89,35
2582,削弱,4,0,4.6,0.8,33
