,Word,V_normalization,A_normalization
4593,孤僻,0.26,0.19
4594,污辱,0.19,0.61
4595,詭辯,0.3,0.45
4596,不可收拾,0.3,0.5
4597,不聽話,0.36,0.39
4598,黑店,0.21,0.49
4599,賣國賊,0.09,0.79
4600,卑微,0.21,0.28
4601,過不去,0.35,0.4
4602,潑婦,0.15,0.79
4603,爛仗,0.22,0.49
4604,苦差事,0.25,0.41
4605,悶住,0.34,0.26
4606,漠然,0.36,0.12
4607,嗤之以鼻,0.21,0.46
4608,當頭棒喝,0.61,0.82
4609,匆忙,0.29,0.5
4610,匆匆忙忙,0.29,0.5
4611,引頸企盼,0.75,0.55
4612,強詞奪理,0.25,0.76
4613,不名譽,0.2,0.4
4614,上鉤,0.34,0.35
4615,刪減,0.35,0.38
4616,打顫,0.39,0.3
4617,慘絕人寰,0.0,0.93
4618,炮擊,0.17,0.76
4619,唱反調,0.3,0.54
4620,猛踢,0.36,0.74
4621,欺凌,0.11,0.72
4622,沾染,0.22,0.35
4623,告密,0.2,0.38
4624,漠不關心,0.17,0.17
4625,漏球,0.28,0.36
4626,太閒,0.45,0.08
4627,作弄,0.35,0.33
4628,流離失所,0.2,0.5
4629,罵人,0.22,0.69
4630,受驚,0.35,0.62
4631,聲名狼藉,0.1,0.45
4632,醜男,0.12,0.4
4633,醜女,0.12,0.4
4634,老謀深算,0.6,0.1
4635,鬧彆扭,0.35,0.5
4636,催吐,0.41,0.61
4637,食古不化,0.33,0.31
4638,耐震,0.65,0.05
4639,狂妄,0.29,0.45
4640,喧嚷,0.25,0.49
4641,更壞,0.21,0.33
4642,污點,0.15,0.34
4643,瞎眼,0.08,0.65
4644,訓斥,0.08,0.64
4645,死狗,0.01,0.55
4646,小心眼,0.24,0.4
4647,消瘦,0.53,0.33
4648,打抱不平,0.65,0.46
4649,自吹自擂,0.4,0.51
4650,阿諛,0.25,0.4
4651,傷風敗俗,0.08,0.51
4652,喧囂,0.3,0.4
4653,喧囂聲,0.3,0.4
4654,害人精,0.15,0.45
4655,劫掠,0.17,0.57
4656,流放,0.22,0.51
4657,靠不住,0.24,0.43
4658,有種,0.7,0.38
4659,壓破,0.38,0.4
4660,輕佻,0.3,0.25
4661,心寒,0.22,0.2
4662,放寬,0.71,0.08
4663,仿冒,0.33,0.33
4664,好久,0.43,0.14
4665,不平等,0.2,0.3
4666,嚇呆,0.28,0.47
4667,低水平,0.22,0.33
4668,暗地,0.33,0.17
4669,瘟疫,0.15,0.51
4670,好鬥,0.3,0.65
4671,帶衰,0.08,0.65
4672,不甩,0.31,0.3
4673,隱退,0.5,0.26
4674,有仇,0.14,0.75
4675,虧空,0.1,0.7
4676,冷嘲熱諷,0.15,0.72
4677,惱怒,0.08,0.89
4678,無賴,0.2,0.62
4679,加收,0.39,0.35
4680,濫打,0.25,0.68
4681,意志消沈,0.05,0.24
4682,意志消沉,0.05,0.24
4683,妄動,0.4,0.41
4684,濃烈,0.55,0.86
4685,貶低,0.24,0.53
4686,弄死,0.08,0.88
4687,冒昧,0.45,0.22
4688,婊子,0.05,0.79
4689,勞役,0.28,0.53
4690,逃之夭夭,0.29,0.41
4691,有礙觀瞻,0.29,0.62
4692,裝死,0.36,0.54
4693,做錯,0.34,0.5
4694,做錯事,0.34,0.5
4695,杯盤狼藉,0.29,0.35
4696,傷痛欲絕,0.02,0.98
4697,抖顫,0.31,0.8
4698,把關,0.5,0.3
4699,喝倒彩,0.17,0.57
4700,存心,0.33,0.34
4701,悲涼,0.05,0.34
4702,口臭,0.22,0.24
4703,激憤,0.19,0.95
4704,詭計多端,0.22,0.51
4705,奸詐,0.12,0.51
4706,如釋重負,0.76,0.17
4707,濫葬,0.2,0.31
4708,可恨,0.15,0.6
4709,亂哄哄,0.36,0.76
4710,大言不慚,0.34,0.35
4711,賣弄,0.4,0.38
4712,滾蛋,0.08,0.93
4713,人渣,0.0,0.95
4714,鬼子,0.11,0.7
4715,砍頭,0.08,0.78
4716,不好過,0.2,0.49
4717,驚叫,0.28,0.95
4718,狂愛,0.79,0.91
4719,貶黜,0.25,0.41
4720,打屁股,0.4,0.55
4721,鬧鬼,0.17,0.8
4722,烙印,0.29,0.65
4723,盲點,0.49,0.06
4724,亂扯,0.36,0.31
4725,孤寂,0.22,0.15
4726,乞求,0.22,0.41
4727,找碴,0.17,0.75
4728,找麻煩,0.17,0.75
4729,以偏概全,0.43,0.16
4730,打偏,0.38,0.21
4731,傻瓜,0.26,0.45
4732,上癮,0.4,0.72
4733,污漬,0.38,0.11
4734,禍害,0.17,0.56
4735,避諱,0.4,0.28
4736,有出息,0.75,0.61
4737,鬆落,0.36,0.29
4738,嗜殺成性,0.14,0.6
4739,拍馬屁,0.31,0.38
4740,尖叫,0.39,0.82
4741,嚎啕大哭,0.31,0.79
4742,連累,0.24,0.38
4743,罵髒話,0.21,0.69
4744,吵嘴,0.35,0.49
4745,撕破,0.33,0.51
4746,受限,0.36,0.26
4747,要飯,0.3,0.41
4748,凶兆,0.3,0.33
4749,驚醒,0.31,0.59
4750,砍斷,0.38,0.39
4751,猛攻,0.41,0.6
4752,不可諱言,0.47,0.29
4753,唯恐不及,0.35,0.5
4754,狠毒,0.21,0.55
4755,困頓,0.31,0.36
4756,耍賤,0.26,0.5
4757,怕死,0.3,0.49
4758,豬頭,0.31,0.29
4759,強壓,0.36,0.44
4760,妒恨,0.21,0.64
4761,地獄,0.28,0.31
4762,減損,0.38,0.3
4763,批鬥,0.31,0.62
4764,空想,0.36,0.29
4765,搪塞,0.29,0.38
4766,牽腸掛肚,0.5,0.53
4767,重壓,0.35,0.29
4768,惆悵,0.33,0.29
4769,以德報怨,0.66,0.35
4770,騙人,0.34,0.43
4771,遜位,0.41,0.26
4772,難為情,0.41,0.41
4773,焦燥,0.31,0.66
4774,焦躁,0.31,0.66
4775,繚亂,0.31,0.4
4776,申斥,0.34,0.45
4777,專權,0.29,0.4
4778,玷污,0.19,0.65
4779,干戈,0.29,0.41
4780,禁錮,0.24,0.3
4781,殲滅,0.36,0.64
4782,落寞,0.26,0.22
4783,毒殺,0.15,0.65
4784,摔倒,0.43,0.47
4785,跌倒,0.43,0.47
4786,摔跤,0.43,0.47
4787,摔一跤,0.43,0.47
4788,跌跤,0.43,0.47
4789,跌一跤,0.43,0.47
4790,搞屁,0.4,0.55
4791,嫉妒,0.3,0.6
4792,適得其反,0.31,0.4
4793,失魂落魄,0.26,0.41
4794,打爛,0.33,0.55
4795,槓上,0.35,0.61
4796,倒下,0.36,0.33
4797,沈溺,0.3,0.29
4798,沉溺,0.3,0.29
4799,懇摯,0.7,0.39
4800,坐立不安,0.34,0.5
4801,諸事順心,0.71,0.82
4802,安安穩穩,0.62,0.2
4803,淺薄,0.35,0.21
4804,失身,0.21,0.61
4805,琳瑯滿目,0.64,0.47
4806,叛國,0.25,0.62
4807,惡有惡報,0.34,0.62
4808,自由心證,0.51,0.36
4809,醉醺醺,0.36,0.31
4810,盡善盡美,0.79,0.33
4811,譏諷,0.3,0.51
4812,窮凶極惡,0.19,0.66
4813,夭折,0.25,0.64
4814,鑽牛角尖,0.35,0.53
4815,瘋人,0.36,0.62
4816,瘋子,0.36,0.62
4817,推托,0.38,0.36
4818,推卻,0.38,0.36
4819,何苦,0.39,0.16
4820,何苦來哉,0.39,0.16
4821,銷聲匿跡,0.39,0.12
4822,不方便,0.46,0.1
4823,失和,0.35,0.45
4824,卒仔,0.3,0.36
4825,俗辣,0.3,0.36
4826,善待,0.65,0.24
4827,胡作非為,0.26,0.55
4828,困局,0.34,0.36
4829,冷血,0.31,0.34
4830,態度不好,0.41,0.33
4831,稀疏,0.4,0.12
4832,貪生怕死,0.29,0.56
4833,炮轟,0.28,0.69
4834,時有時無,0.49,0.26
4835,亂砍,0.25,0.65
4836,走著瞧,0.33,0.61
4837,以牙還牙,0.26,0.65
4838,驚呼,0.53,0.69
4839,漏損,0.35,0.34
4840,乞討,0.28,0.41
4841,討厭鬼,0.31,0.4
4842,膽大妄為,0.33,0.62
4843,髒話,0.33,0.5
4844,超低色散,0.5,0.25
4845,花癡,0.4,0.47
4846,草菅人命,0.2,0.71
4847,揮霍,0.34,0.59
4848,癡人說夢,0.33,0.39
4849,不對勁,0.41,0.36
4850,害臊,0.43,0.54
4851,洩恨,0.28,0.65
4852,折斷,0.44,0.44
4853,陣痛,0.4,0.61
4854,硬逼,0.36,0.56
4855,慘死,0.22,0.66
4856,鬧翻,0.26,0.7
4857,凋謝,0.36,0.31
4858,陷害,0.24,0.55
4859,啼哭,0.36,0.6
4860,砍掉,0.34,0.45
4861,潸然淚下,0.38,0.49
4862,責罵,0.36,0.64
4863,不得力,0.41,0.38
4864,乞憐,0.31,0.39
4865,無效率,0.34,0.33
4866,尖叫聲,0.46,0.74
4867,患得患失,0.3,0.38
4868,不近人情,0.35,0.44
4869,謬論,0.3,0.25
4870,好屌,0.61,0.53
4871,忍氣吞聲,0.38,0.41
4872,廢話,0.39,0.34
4873,夭壽,0.29,0.39
4874,化膿,0.35,0.34
4875,鉗制,0.34,0.43
4876,服喪,0.26,0.4
4877,禍國殃民,0.21,0.56
4878,傷感情,0.38,0.43
4879,利用人,0.33,0.4
4880,狂亂,0.31,0.69
4881,笑柄,0.36,0.35
4882,通敵,0.26,0.4
4883,憤憤不平,0.38,0.69
4884,砍擊,0.4,0.53
4885,毒蛇,0.43,0.28
4886,機八,0.31,0.45
4887,疙瘩,0.41,0.29
4888,喧嘩,0.39,0.49
4889,六親不認,0.26,0.54
4890,萎靡,0.33,0.33
4891,空轉,0.44,0.21
4892,乖張,0.39,0.24
4893,批駁,0.36,0.6
4894,懦弱,0.28,0.33
4895,共體時艱,0.66,0.35
4896,扭傷,0.38,0.29
4897,不省人事,0.34,0.3
4898,人事不省,0.34,0.3
4899,免談,0.36,0.38
4900,甜滋滋,0.65,0.49
4901,胡鬧,0.31,0.7
4902,短缺,0.39,0.31
4903,屁用,0.33,0.54
4904,不可理喻,0.29,0.65
4905,貪財,0.35,0.36
4906,荒蕪,0.34,0.25
4907,惡棍,0.33,0.38
4908,肉腳,0.38,0.3
4909,頹喪,0.29,0.39
4910,撕破臉,0.22,0.75
4911,喋喋不休,0.35,0.57
4912,憤恨,0.26,0.7
4913,嚇出冷汗,0.39,0.66
4914,嚇出一身冷汗,0.39,0.66
4915,難以置信,0.49,0.6
4916,黑手,0.44,0.2
4917,冤孽,0.26,0.5
4918,狡辯,0.26,0.51
4919,一團糟,0.34,0.46
4920,動怒,0.29,0.7
4921,曠課,0.41,0.21
4922,誤人子弟,0.3,0.36
4923,嗆聲,0.3,0.61
4924,小人,0.25,0.43
4925,拆毀,0.34,0.49
4926,疝氣,0.45,0.28
4927,假仁假義,0.26,0.39
4928,畏怯,0.3,0.29
4929,老娘,0.41,0.68
4930,厚顏無恥,0.15,0.57
4931,匪夷所思,0.44,0.55
4932,遷就,0.39,0.46
4933,冷眼,0.29,0.26
4934,冷眼旁觀,0.29,0.26
4935,失約,0.25,0.35
4936,戰慄,0.26,0.74
4937,亂蓋,0.29,0.43
4938,匪諜,0.25,0.36
4939,暴戾,0.15,0.69
4940,自誇,0.38,0.47
4941,爛車,0.21,0.55
4942,無動於衷,0.46,0.2
4943,吹牛,0.36,0.4
4944,吹牛皮,0.36,0.4
4945,死寂,0.21,0.3
4946,惡果,0.26,0.35
4947,放逐,0.31,0.35
4948,嗜殺,0.11,0.7
4949,古板,0.33,0.28
4950,扯碎,0.24,0.69
4951,嚇一跳,0.46,0.74
4952,恥笑,0.29,0.65
4953,笨豬,0.2,0.44
4954,狂熱者,0.46,0.81
4955,狂熱分子,0.46,0.81
4956,悲歎,0.33,0.4
4957,亂罵,0.25,0.68
4958,不成功,0.31,0.3
4959,髒污,0.31,0.33
4960,不得要領,0.34,0.36
4961,功虧一簣,0.25,0.6
4962,禍根,0.12,0.41
4963,自命清高,0.26,0.38
4964,卡住,0.4,0.38
4965,假正經,0.35,0.38
4966,吵鬧,0.31,0.78
4967,吵吵鬧鬧,0.31,0.78
4968,自怨自艾,0.3,0.44
4969,自憐自艾,0.3,0.44
4970,大怒,0.24,0.86
4971,模稜兩可,0.5,0.3
4972,冷峻,0.4,0.29
4973,假惺惺,0.3,0.38
4974,失神,0.4,0.31
4975,閃神,0.4,0.31
4976,低聲下氣,0.28,0.3
4977,暴虐,0.12,0.81
4978,低劣,0.14,0.41
4979,重打,0.28,0.72
4980,鼾聲,0.47,0.45
4981,逼走,0.29,0.62
4982,離間,0.25,0.41
4983,有得瞧,0.38,0.4
4984,噱頭,0.4,0.36
4985,狗眼看人低,0.19,0.4
4986,送葬,0.17,0.51
4987,荒誕,0.2,0.41
4988,回扣,0.47,0.34
4989,滾回去,0.21,0.68
4990,欠錢,0.25,0.39
4991,閒蕩,0.33,0.35
4992,濫挖,0.2,0.7
4993,濫砍,0.2,0.7
4994,甜膩,0.47,0.38
4995,作廢,0.36,0.39
4996,冷冷,0.38,0.28
4997,盜賊,0.29,0.35
4998,呆笨,0.29,0.36
4999,混濁,0.34,0.36
5000,劣根性,0.25,0.35
5001,絞死,0.04,0.79
5002,倚老賣老,0.29,0.38
5003,挨打,0.24,0.68
5004,蠶食,0.33,0.36
5005,倒坍,0.33,0.6
5006,不公正,0.29,0.39
5007,慘事,0.19,0.45
5008,壓搾,0.19,0.51
5009,風涼話,0.35,0.39
5010,獨斷獨行,0.4,0.34
5011,摸不清,0.4,0.33
5012,慚不慚愧,0.36,0.39
5013,一箭之仇,0.29,0.45
5014,自閉,0.33,0.24
5015,作奸犯科,0.11,0.43
5016,橫肉,0.24,0.39
5017,傻事,0.35,0.34
5018,失戀,0.38,0.6
5019,大哭,0.26,0.84
5020,發脾氣,0.26,0.82
5021,心死,0.16,0.34
5022,斑點,0.47,0.28
5023,不厚道,0.35,0.39
5024,含沙射影,0.29,0.39
5025,荒涼,0.38,0.25
5026,狂罵,0.22,0.8
5027,腦滿腸肥,0.19,0.41
5028,口渴,0.45,0.39
5029,割斷,0.41,0.53
5030,挑逗,0.44,0.57
5031,死光,0.12,0.6
5032,死光光,0.12,0.6
5033,不純,0.31,0.3
5034,呆呆,0.35,0.31
5035,曬焦,0.39,0.38
5036,焦躁不安,0.3,0.53
5037,漂泊,0.46,0.3
5038,水性楊花,0.26,0.39
5039,恨你,0.21,0.78
5040,疤痕,0.31,0.31
5041,守財奴,0.34,0.33
5042,死皮賴臉,0.22,0.39
5043,惹上,0.28,0.51
5044,惹到,0.28,0.51
5045,由不得,0.31,0.46
5046,胡亂,0.29,0.47
5047,白吃白喝,0.25,0.4
5048,混戰,0.36,0.45
5049,刺骨,0.33,0.4
5050,野性,0.44,0.44
5051,兇猛,0.31,0.56
5052,凶猛,0.31,0.56
5053,赤貧,0.36,0.3
5054,赤貧者,0.36,0.3
5055,大惑不解,0.33,0.39
5056,溺死,0.16,0.9
5057,又氣又惱,0.33,0.72
5058,威懾,0.39,0.57
5059,礙眼,0.12,0.55
5060,瘋癲,0.05,0.55
5061,閒閒,0.45,0.1
5062,設伏,0.35,0.34
5063,作孽,0.08,0.5
5064,正經八百,0.66,0.1
5065,一氣之下,0.39,0.75
5066,懶人,0.31,0.08
5067,怠惰,0.28,0.11
5068,咕噥,0.45,0.17
5069,耐看,0.65,0.05
5070,食言而肥,0.33,0.22
5071,濫捕,0.22,0.35
5072,裝模做樣,0.26,0.29
5073,變節,0.28,0.34
5074,著急,0.41,0.72
5075,誤人,0.33,0.25
5076,不倫不類,0.19,0.41
5077,菜鳥,0.39,0.2
5078,鄙棄,0.11,0.44
5079,驚慌失措,0.36,0.75
5080,倉皇失措,0.36,0.75
5081,放蕩,0.31,0.33
5082,肉麻,0.51,0.34
5083,便民,0.6,0.1
5084,招搖撞騙,0.17,0.49
5085,經不起,0.36,0.28
5086,心狠手辣,0.21,0.55
5087,代罪羔羊,0.3,0.35
5088,踉蹌,0.38,0.5
5089,淚如雨下,0.44,0.44
5090,沒用,0.3,0.21
5091,投敵,0.22,0.33
5092,過河拆橋,0.19,0.46
5093,由愛生恨,0.36,0.56
5094,滾遠點,0.25,0.82
5095,逞強,0.46,0.38
5096,皺紋,0.49,0.05
5097,黑洞,0.5,0.01
5098,臭美,0.38,0.17
5099,私運,0.33,0.22
5100,鬧僵,0.4,0.26
5101,鬧劇,0.38,0.22
5102,蹩,0.3,0.25
5103,不穩固,0.39,0.21
5104,唯利是圖,0.26,0.25
5105,造福,0.79,0.17
5106,愁眉苦臉,0.31,0.21
5107,刺探,0.39,0.17
5108,敗退,0.26,0.3
5109,沒道理,0.26,0.36
5110,扭打,0.22,0.7
5111,裂開,0.36,0.33
5112,忿怒,0.16,0.76
5113,污濁,0.22,0.2
5114,卑屈,0.15,0.43
5115,醜事,0.21,0.31
5116,氣昏,0.19,0.72
5117,得意揚揚,0.65,0.53
5118,冒失,0.34,0.41
5119,冒冒失失,0.34,0.41
5120,貧瘠,0.33,0.14
5121,奴性,0.16,0.22
5122,老氣橫秋,0.4,0.16
5123,惹怒,0.33,0.59
5124,目中無人,0.24,0.45
5125,不均,0.4,0.22
5126,尖酸刻薄,0.16,0.56
5127,病魔,0.26,0.15
5128,碰壁,0.33,0.28
5129,弄亂,0.4,0.25
5130,偏遠,0.44,0.05
5131,狂傲,0.33,0.39
5132,拖垮,0.25,0.39
5133,破掉,0.38,0.28
5134,頑抗,0.44,0.36
5135,貶損,0.31,0.22
5136,自以為是,0.29,0.4
5137,滿腹牢騷,0.33,0.31
5138,不關心,0.31,0.05
5139,狂放,0.43,0.54
5140,除掉,0.38,0.4
5141,大傷,0.3,0.43
5142,死纏爛打,0.22,0.61
5143,心驚肉跳,0.29,0.78
5144,嘔氣,0.36,0.5
5145,暗淡,0.34,0.1
5146,黯淡,0.34,0.1
5147,爛爆,0.11,0.65
5148,舊病,0.33,0.1
5149,舊疾,0.33,0.1
5150,掩蔽,0.41,0.1
5151,狗男女,0.06,0.76
5152,糟透,0.1,0.66
5153,糟透了,0.1,0.66
5154,窮光蛋,0.11,0.3
5155,不甘心,0.3,0.47
5156,進退維谷,0.39,0.26
5157,不正確,0.38,0.12
5158,大材小用,0.44,0.17
5159,洋鬼子,0.17,0.25
5160,隕落,0.24,0.2
5161,垂涎,0.56,0.22
5162,虛張聲勢,0.36,0.31
5163,罪孽深重,0.12,0.45
5164,亡命,0.15,0.66
5165,凶險,0.19,0.75
5166,愧疚,0.3,0.38
5167,鬼叫,0.3,0.54
5168,報應,0.19,0.55
5169,深仇大恨,0.08,0.78
5170,省時,0.68,0.05
5171,蠢事,0.34,0.15
5172,驚覺,0.41,0.51
5173,煞風景,0.31,0.33
5174,豬母,0.26,0.39
5175,撐住,0.54,0.38
5176,怒氣沖沖,0.31,0.78
5177,認命,0.41,0.05
5178,畏縮,0.31,0.12
5179,陰慘,0.19,0.29
5180,減免,0.55,0.08
5181,養不起,0.26,0.28
5182,不修邊幅,0.36,0.24
5183,憎惡,0.09,0.79
5184,趁火打劫,0.19,0.69
5185,動粗,0.29,0.72
5186,拳打腳踢,0.28,0.74
5187,撕碎,0.33,0.65
5188,好戰者,0.39,0.54
5189,好戰份子,0.39,0.54
5190,占用,0.44,0.19
5191,浪蕩,0.3,0.47
5192,亂說,0.33,0.4
5193,亂說話,0.33,0.4
5194,亂講,0.33,0.4
5195,亂講話,0.33,0.4
5196,憋死,0.28,0.55
5197,臨死,0.21,0.5
5198,干政,0.31,0.54
5199,乘勝追擊,0.72,0.79
5200,陷落,0.33,0.51
5201,慢吞吞,0.44,0.22
5202,色慾,0.36,0.64
5203,鬧革命,0.34,0.68
5204,絆倒,0.45,0.39
5205,吊兒郎當,0.38,0.35
5206,鬱結,0.24,0.24
5207,見死不救,0.15,0.6
5208,退避,0.39,0.28
5209,惱火,0.26,0.69
5210,不務正業,0.25,0.47
5211,氣死,0.17,0.82
5212,氣死人,0.17,0.82
5213,野蠻人,0.25,0.57
5214,顛沛流離,0.28,0.46
5215,小家子氣,0.4,0.35
5216,增設,0.54,0.17
5217,踹開,0.38,0.56
5218,憎恨,0.1,0.9
5219,猛砍,0.2,0.85
5220,毒手,0.16,0.74
5221,始作俑者,0.38,0.46
5222,不恥,0.29,0.47
5223,分崩離析,0.29,0.51
5224,耐穿,0.6,0.22
5225,氣沖沖,0.31,0.76
5226,歡躍,0.79,0.79
5227,認輸,0.36,0.31
5228,變弱,0.36,0.25
5229,犯愁,0.33,0.41
5230,世故,0.39,0.17
5231,不快,0.34,0.44
5232,潑冷水,0.35,0.31
5233,愛莫能助,0.43,0.25
5234,無名小卒,0.43,0.16
5235,酒鬼,0.26,0.43
5236,不擇手段,0.24,0.56
5237,怒髮衝冠,0.17,0.93
5238,不信,0.41,0.38
5239,不懼,0.55,0.54
5240,痛恨,0.14,0.79
5241,狂野,0.57,0.71
5242,結仇,0.26,0.65
5243,煩死,0.21,0.59
5244,剽竊,0.24,0.5
5245,悲痛欲絕,0.06,0.94
5246,做作,0.3,0.46
5247,欠扁,0.3,0.66
5248,死要面子,0.33,0.4
5249,淒涼,0.17,0.31
5250,不規則,0.46,0.1
5251,無語,0.43,0.11
5252,揭穿,0.49,0.31
5253,私通,0.24,0.49
5254,勒死,0.09,0.69
5255,泛濫,0.36,0.38
5256,狡滑,0.22,0.5
5257,狡猾,0.22,0.5
5258,恣意妄為,0.24,0.6
5259,挺而走險,0.4,0.57
5260,不合宜,0.41,0.15
5261,拒付,0.4,0.21
5262,乾咳,0.45,0.24
5263,紙老虎,0.36,0.3
5264,智巧,0.7,0.29
5265,痛打,0.3,0.76
5266,驚惶失措,0.33,0.74
5267,閒混,0.36,0.21
5268,人人自危,0.33,0.5
5269,胡謅,0.3,0.47
5270,胡說,0.3,0.47
5271,胡說八道,0.3,0.47
5272,善罷干休,0.38,0.71
5273,逞威,0.35,0.55
5274,懶,0.45,0.17
5275,懶得,0.45,0.17
5276,掉淚,0.28,0.5
5277,失焦,0.44,0.24
5278,死鬼,0.4,0.47
5279,不必要,0.46,0.22
5280,下毒,0.17,0.74
5281,打碎,0.36,0.56
5282,害蟲,0.3,0.45
5283,羞澀,0.51,0.25
5284,男盜女娼,0.11,0.56
5285,心虛,0.35,0.28
5286,猛推,0.45,0.69
5287,愛面子,0.4,0.39
5288,不懷好意,0.34,0.44
5289,憂懼,0.3,0.51
5290,餓死,0.17,0.59
5291,輸光,0.22,0.66
5292,臭屁,0.35,0.47
5293,大嚷,0.41,0.74
5294,鬧大,0.35,0.79
5295,德政,0.79,0.49
5296,眼花,0.41,0.22
5297,含情脈脈,0.7,0.47
5298,轟動一時,0.61,0.84
5299,有病,0.29,0.44
5300,搞鬼,0.3,0.46
5301,偽善,0.33,0.36
5302,粗劣,0.31,0.29
5303,違禁品,0.3,0.17
5304,反壟斷,0.5,0.31
5305,甩不掉,0.46,0.28
5306,老態龍鍾,0.44,0.17
5307,強奪,0.24,0.51
5308,沒完沒了,0.34,0.38
5309,交媾,0.43,0.57
5310,亡羊補牢,0.53,0.43
5311,邋遢,0.33,0.29
5312,扯破,0.36,0.4
5313,杜絕,0.51,0.35
5314,反胃,0.35,0.46
5315,乖僻,0.46,0.25
5316,地牢,0.33,0.25
5317,奴役,0.15,0.49
5318,自慰,0.45,0.45
5319,正常化,0.51,0.16
5320,不恰當,0.43,0.25
5321,圈套,0.31,0.4
5322,遼闊,0.57,0.33
5323,嫻雅,0.65,0.21
5324,挾怨報復,0.25,0.49
5325,碰傷,0.4,0.41
5326,潦倒,0.33,0.34
5327,凌辱,0.14,0.66
5328,含恨,0.15,0.69
5329,心有餘悸,0.29,0.55
5330,謀反,0.15,0.5
5331,世儈,0.3,0.39
5332,愚鈍,0.31,0.29
5333,福音,0.7,0.39
5334,胡搞,0.38,0.4
5335,遮蔽,0.47,0.22
5336,無價值,0.45,0.17
5337,沒價值,0.45,0.17
5338,離群,0.46,0.19
5339,反悔,0.38,0.38
5340,吵,0.38,0.47
5341,吵到,0.38,0.47
5342,不知,0.45,0.19
5343,猛撞,0.35,0.53
5344,性急,0.43,0.54
5345,僵痛,0.39,0.38
5346,以訛傳訛,0.34,0.34
5347,擅離職守,0.31,0.41
5348,整死,0.15,0.6
5349,叫囂,0.25,0.6
5350,斷掉,0.43,0.35
5351,醜八怪,0.34,0.4
5352,援交,0.35,0.39
5353,虛脫,0.39,0.31
5354,搞政變,0.21,0.55
5355,惡勢力,0.24,0.49
5356,好自為之,0.35,0.28
5357,不學無術,0.34,0.33
5358,愁苦,0.3,0.31
5359,喪親,0.11,0.69
5360,眩光,0.36,0.26
5361,半死,0.19,0.44
5362,兩光,0.4,0.4
5363,左右為難,0.4,0.43
5364,窩囊,0.26,0.36
5365,不忠,0.24,0.4
5366,打亂,0.35,0.46
5367,女巫,0.39,0.3
5368,大驚小怪,0.45,0.47
5369,挑撥離間,0.29,0.5
5370,大鬧,0.24,0.54
5371,嫌惡,0.35,0.39
5372,誤傳,0.43,0.25
5373,吵鬧聲,0.4,0.35
5374,短淺,0.39,0.2
5375,搖尾乞憐,0.26,0.39
5376,陰險,0.28,0.41
5377,仗著,0.38,0.34
5378,吹捧,0.4,0.46
5379,健忘,0.46,0.22
5380,混球,0.26,0.47
5381,忿恨,0.25,0.64
5382,清涼,0.53,0.2
5383,屈辱,0.24,0.49
5384,亂吼,0.34,0.56
5385,惹毛,0.34,0.5
5386,死不瞑目,0.11,0.59
5387,耍狠,0.26,0.59
5388,誤入,0.4,0.36
5389,痛哭,0.21,0.57
5390,慟哭,0.21,0.57
5391,殘害,0.19,0.61
5392,爭鬥,0.28,0.54
5393,忌諱,0.33,0.41
5394,虛幻,0.46,0.22
5395,大罵,0.36,0.47
5396,逆行倒施,0.33,0.33
5397,皺眉,0.35,0.33
5398,皺眉頭,0.35,0.33
5399,不適當,0.39,0.26
5400,豬狗不如,0.16,0.51
5401,苦役,0.21,0.39
5402,慌忙,0.4,0.53
5403,胖,0.44,0.22
5404,抓傷,0.36,0.34
5405,逼問,0.29,0.56
5406,蝕壞,0.29,0.36
5407,忍痛,0.3,0.5
5408,昏昏欲睡,0.39,0.29
5409,微不足道,0.47,0.25
5410,玩世不恭,0.38,0.34
5411,落荒而逃,0.31,0.6
5412,折舊,0.38,0.3
5413,哄誘,0.34,0.41
5414,橫行霸道,0.2,0.54
5415,令人驚羨,0.55,0.46
5416,吹噓,0.41,0.44
5417,五味雜陳,0.4,0.43
5418,砰然,0.56,0.64
5419,雜事,0.49,0.33
5420,矯揉造作,0.36,0.33
5421,攙假,0.31,0.36
5422,沈現,0.36,0.34
5423,沉陷,0.36,0.34
5424,不近情理,0.36,0.3
5425,殘疾,0.39,0.25
5426,割破,0.38,0.38
5427,割裂,0.38,0.38
5428,頑皮,0.47,0.29
5429,危困,0.35,0.41
5430,孩子氣,0.44,0.3
5431,言不及義,0.43,0.26
5432,水汪汪,0.71,0.49
5433,透亮,0.78,0.46
5434,不油膩,0.62,0.47
5435,不粘不糊,0.68,0.49
5436,不暈染,0.7,0.47
5437,不暗沈,0.7,0.51
5438,不暗沉,0.7,0.51
5439,不黯沉,0.7,0.51
5440,不黏,0.62,0.34
5441,不黏膩,0.65,0.35
5442,水嫩緊緻,0.84,0.53
5443,白皙,0.76,0.4
5444,好沖淨,0.72,0.45
5445,好推勻,0.74,0.43
5446,好塗,0.7,0.41
5447,好聞,0.66,0.41
5448,死白,0.29,0.57
5449,妖艷,0.6,0.56
5450,妖豔,0.6,0.56
5451,明亮動人,0.79,0.65
5452,油亮,0.54,0.43
5453,油油亮亮,0.54,0.43
5454,油油滑滑,0.36,0.41
5455,油膩,0.21,0.53
5456,油油膩膩,0.21,0.53
5457,肥厚,0.26,0.4
5458,亮晶晶,0.66,0.51
5459,亮麗,0.74,0.46
5460,俏麗,0.74,0.46
5461,柔亮,0.72,0.47
